index_e,sentence,Ent1,Ent2,has_relation,relation
84,"As flutuações climáticas controlam: 1) o volume de [E2] água [/E2] e de sedimentos que entram    [E1] bacia [/E1]; 2) o tipo de sedimento gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",BACIA,FLUIDODATERRA_o,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de água e de [E2] sedimentos [/E2] que entram    [E1] bacia [/E1]; 2) o tipo de sedimento gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",BACIA,NÃOCONSOLID,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de água e de sedimentos que entram    [E1] bacia [/E1]; 2) o tipo de [E2] sedimento [/E2] gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",BACIA,NÃOCONSOLID,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de [E2] água [/E2] e de sedimentos que entram    bacia; 2) o tipo de [E1] sedimento [/E1] gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",NÃOCONSOLID,FLUIDODATERRA_o,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de água e de [E2] sedimentos [/E2] que entram    bacia; 2) o tipo de [E1] sedimento [/E1] gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",NÃOCONSOLID,NÃOCONSOLID,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de água e de sedimentos que entram    [E2] bacia [/E2]; 2) o tipo de [E1] sedimento [/E1] gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",NÃOCONSOLID,BACIA,False,no_relation
94,"Durante fases de nível (de base) baixo, fácies grossas             em canais fluviais     margens    [E1] bacia [/E1], em fan        adjacentes   [E2] falha [/E2] de borda e em        progradantes de pequenas dimensões (fig. 4)..",BACIA,ESTRUTURA_FÍSICA,False,no_relation
94,"Durante fases de nível (de base) baixo, fácies grossas             em canais fluviais     margens    [E2] bacia [/E2], em fan        adjacentes   [E1] falha [/E1] de borda e em        progradantes de pequenas dimensões (fig. 4)..",ESTRUTURA_FÍSICA,BACIA,False,no_relation
97,"2.2 - Estratigrafia de Sequências    [E1] Formação Pendência [/E1], [E2] Bacia Potiguar [/E2]  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    Formação Pendência..",UNIDADE_LITO,BACIA,True,located_in
97,"2.2 - Estratigrafia de Sequências    [E1] Formação Pendência [/E1], Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    [E2] Bacia Potiguar [/E2],    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    Formação Pendência..",UNIDADE_LITO,BACIA,True,located_in
97,"2.2 - Estratigrafia de Sequências    [E1] Formação Pendência [/E1], Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por [E2] discordâncias [/E2] e suas concordâncias relativas dentro    Formação Pendência..",UNIDADE_LITO,ESTRUTURA_FÍSICA,False,no_relation
97,"2.2 - Estratigrafia de Sequências    [E1] Formação Pendência [/E1], Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    [E2] Formação Pendência [/E2]..",UNIDADE_LITO,UNIDADE_LITO,False,no_relation
97,"2.2 - Estratigrafia de Sequências    [E2] Formação Pendência [/E2], [E1] Bacia Potiguar [/E1]  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    Formação Pendência..",BACIA,UNIDADE_LITO,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, [E1] Bacia Potiguar [/E1]  Della Favera et al. (1992) analisam a seção sin-rift    [E2] Bacia Potiguar [/E2],    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    Formação Pendência..",BACIA,BACIA,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, [E1] Bacia Potiguar [/E1]  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por [E2] discordâncias [/E2] e suas concordâncias relativas dentro    Formação Pendência..",BACIA,ESTRUTURA_FÍSICA,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, [E1] Bacia Potiguar [/E1]  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    [E2] Formação Pendência [/E2]..",BACIA,UNIDADE_LITO,False,no_relation
97,"2.2 - Estratigrafia de Sequências    [E2] Formação Pendência [/E2], Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    [E1] Bacia Potiguar [/E1],    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    Formação Pendência..",BACIA,UNIDADE_LITO,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, [E2] Bacia Potiguar [/E2]  Della Favera et al. (1992) analisam a seção sin-rift    [E1] Bacia Potiguar [/E1],    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    Formação Pendência..",BACIA,BACIA,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    [E1] Bacia Potiguar [/E1],    qual identificaram quatro sequências balizadas por [E2] discordâncias [/E2] e suas concordâncias relativas dentro    Formação Pendência..",BACIA,ESTRUTURA_FÍSICA,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    [E1] Bacia Potiguar [/E1],    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    [E2] Formação Pendência [/E2]..",BACIA,UNIDADE_LITO,False,no_relation
97,"2.2 - Estratigrafia de Sequências    [E2] Formação Pendência [/E2], Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por [E1] discordâncias [/E1] e suas concordâncias relativas dentro    Formação Pendência..",ESTRUTURA_FÍSICA,UNIDADE_LITO,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, [E2] Bacia Potiguar [/E2]  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por [E1] discordâncias [/E1] e suas concordâncias relativas dentro    Formação Pendência..",ESTRUTURA_FÍSICA,BACIA,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    [E2] Bacia Potiguar [/E2],    qual identificaram quatro sequências balizadas por [E1] discordâncias [/E1] e suas concordâncias relativas dentro    Formação Pendência..",ESTRUTURA_FÍSICA,BACIA,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por [E1] discordâncias [/E1] e suas concordâncias relativas dentro    [E2] Formação Pendência [/E2]..",ESTRUTURA_FÍSICA,UNIDADE_LITO,False,no_relation
97,"2.2 - Estratigrafia de Sequências    [E2] Formação Pendência [/E2], Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    [E1] Formação Pendência [/E1]..",UNIDADE_LITO,UNIDADE_LITO,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, [E2] Bacia Potiguar [/E2]  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    [E1] Formação Pendência [/E1]..",UNIDADE_LITO,BACIA,True,located_in
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    [E2] Bacia Potiguar [/E2],    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    [E1] Formação Pendência [/E1]..",UNIDADE_LITO,BACIA,True,located_in
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por [E2] discordâncias [/E2] e suas concordâncias relativas dentro    [E1] Formação Pendência [/E1]..",UNIDADE_LITO,ESTRUTURA_FÍSICA,False,no_relation
103,"O autor justifica a introdução de nomenclatura nova, pois a existente, criada para [E1] bacias [/E1] marginais marinhas, não abrange, de modo claro, o empilhamento vertical de fácies em uma [E2] bacia [/E2] tectonicamente ativa..",BACIA,BACIA,False,no_relation
103,"O autor justifica a introdução de nomenclatura nova, pois a existente, criada para [E2] bacias [/E2] marginais marinhas, não abrange, de modo claro, o empilhamento vertical de fácies em uma [E1] bacia [/E1] tectonicamente ativa..",BACIA,BACIA,False,no_relation
119,"modelo proposto      autor, são discutidos conceitos, apresentada nova terminologia para +ifts intracontinentais, e é aplicado    pacote sin-rift    [E1] Bacia    Recôncavo [/E1], onde o autor interpreta sistemas deposicionais, áreas-fonte, principais vias de ingresso de [E2] sedimentos [/E2]    bacia e sucessão vertical dentro    que se denominou de tectono-sequência    Cretáceo Inferior    Bacia    Recôncavo..",BACIA,NÃOCONSOLID,False,no_relation
119,"modelo proposto      autor, são discutidos conceitos, apresentada nova terminologia para +ifts intracontinentais, e é aplicado    pacote sin-rift    [E1] Bacia    Recôncavo [/E1], onde o autor interpreta sistemas deposicionais, áreas-fonte, principais vias de ingresso de sedimentos    [E2] bacia [/E2] e sucessão vertical dentro    que se denominou de tectono-sequência    Cretáceo Inferior    Bacia    Recôncavo..",BACIA,BACIA,False,no_relation
119,"modelo proposto      autor, são discutidos conceitos, apresentada nova terminologia para +ifts intracontinentais, e é aplicado    pacote sin-rift    [E1] Bacia    Recôncavo [/E1], onde o autor interpreta sistemas deposicionais, áreas-fonte, principais vias de ingresso de sedimentos    bacia e sucessão vertical dentro    que se denominou de tectono-sequência    [E2] Cretáceo Inferior [/E2]    Bacia    Recôncavo..",BACIA,UNIDADE_CRONO,False,no_relation
119,"modelo proposto      autor, são discutidos conceitos, apresentada nova terminologia para +ifts intracontinentais, e é aplicado    pacote sin-rift    [E1] Bacia    Recôncavo [/E1], onde o autor interpreta sistemas deposicionais, áreas-fonte, principais vias de ingresso de sedimentos    bacia e sucessão vertical dentro    que se denominou de tectono-sequência    Cretáceo Inferior    [E2] Bacia    Recôncavo [/E2]..",BACIA,BACIA,False,no_relation
119,"modelo proposto      autor, são discutidos conceitos, apresentada nova terminologia para +ifts intracontinentais, e é aplicado    pacote sin-rift    [E2] Bacia    Recôncavo [/E2], onde o autor interpreta sistemas deposicionais, áreas-fonte, principais vias de ingresso de [E1] sedimentos [/E1]    bacia e sucessão vertical dentro    que se denominou de tectono-sequência    Cretáceo Inferior    Bacia    Recôncavo..",NÃOCONSOLID,BACIA,False,no_relation
119,"modelo proposto      autor, são discutidos conceitos, apresentada nova terminologia para +ifts intracontinentais, e é aplicado    pacote sin-rift    Bacia    Recôncavo, onde o autor interpreta sistemas deposicionais, áreas-fonte, principais vias de ingresso de [E1] sedimentos [/E1]    [E2] bacia [/E2] e sucessão vertical dentro    que se denominou de tectono-sequência    Cretáceo Inferior    Bacia    Recôncavo..",NÃOCONSOLID,BACIA,False,no_relation
119,"modelo proposto      autor, são discutidos conceitos, apresentada nova terminologia para +ifts intracontinentais, e é aplicado    pacote sin-rift    Bacia    Recôncavo, onde o autor interpreta sistemas deposicionais, áreas-fonte, principais vias de ingresso de [E1] sedimentos [/E1]    bacia e sucessão vertical dentro    que se denominou de tectono-sequência    [E2] Cretáceo Inferior [/E2]    Bacia    Recôncavo..",NÃOCONSOLID,UNIDADE_CRONO,False,no_relation
119,"modelo proposto      autor, são discutidos conceitos, apresentada nova terminologia para +ifts intracontinentais, e é aplicado    pacote sin-rift    Bacia    Recôncavo, onde o autor interpreta sistemas deposicionais, áreas-fonte, principais vias de ingresso de [E1] sedimentos [/E1]    bacia e sucessão vertical dentro    que se denominou de tectono-sequência    Cretáceo Inferior    [E2] Bacia    Recôncavo [/E2]..",NÃOCONSOLID,BACIA,False,no_relation
