#Sentence,sentence,Ent1,Ent2,URI_1,URI_2,has_relation,relation
83,O tectonismo é responsável: 1)      gênese    depressão onde a bacia se instalará; 2)      modelamento    arcabouço estrutural    bacia; 3)      controle     principais sítios de acumulação de sedimentos; 4)      criação de barreiras e rotas preferenciais para entrada de [E2] sedimentos [/E2]    bacia; 5)      controle    relevo    [E1] bacia [/E1] de drenagem..,BACIA,NÃOCONSOLID,#basin,#unconsolidated_earth_material,False,no_relation
83,O tectonismo é responsável: 1)      gênese    depressão onde a bacia se instalará; 2)      modelamento    arcabouço estrutural    bacia; 3)      controle     principais sítios de acumulação de sedimentos; 4)      criação de barreiras e rotas preferenciais para entrada de sedimentos    [E2] bacia [/E2]; 5)      controle    relevo    [E1] bacia [/E1] de drenagem..,BACIA,BACIA,#basin,#basin,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de [E1] água [/E1] e de [E2] sedimentos [/E2] que entram    bacia; 2) o tipo de sedimento gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",FLUIDODATERRA_o,NÃOCONSOLID,#water,#unconsolidated_earth_material,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de [E1] água [/E1] e de sedimentos que entram    [E2] bacia [/E2]; 2) o tipo de sedimento gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",FLUIDODATERRA_o,BACIA,#water,#basin,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de água e de s[E1] edim [/E1]entos que entram    bacia; 2) o tipo de [E2] sedimento [/E2] gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",FLUIDODATERRA_o,NÃOCONSOLID,#water,#unconsolidated_earth_material,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de [E2] água [/E2] e de [E1] sedimentos [/E1] que entram    bacia; 2) o tipo de sedimento gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",NÃOCONSOLID,FLUIDODATERRA_o,#unconsolidated_earth_material,#water,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de água e de [E1] sedimentos [/E1] que entram    [E2] bacia [/E2]; 2) o tipo de sedimento gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",NÃOCONSOLID,BACIA,#unconsolidated_earth_material,#basin,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de água e de sedimentos [E1] que entram [/E1]    bacia; 2) o tipo de [E2] sedimento [/E2] gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",NÃOCONSOLID,NÃOCONSOLID,#unconsolidated_earth_material,#unconsolidated_earth_material,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de [E2] água [/E2] e de sedimentos que entram    [E1] bacia [/E1]; 2) o tipo de sedimento gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",BACIA,FLUIDODATERRA_o,#basin,#water,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de água e de [E2] sedimentos [/E2] que entram    [E1] bacia [/E1]; 2) o tipo de sedimento gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",BACIA,NÃOCONSOLID,#basin,#unconsolidated_earth_material,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de água e de sedimentos que entram    bacia; 2) o[E1]  tipo [/E1] de [E2] sedimento [/E2] gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",BACIA,NÃOCONSOLID,#basin,#unconsolidated_earth_material,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de água e de s[E2] edim [/E2]entos que entram    bacia; 2) o tipo de [E1] sedimento [/E1] gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",NÃOCONSOLID,FLUIDODATERRA_o,#unconsolidated_earth_material,#water,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de água e de sedimentos [E2] que entram [/E2]    bacia; 2) o tipo de [E1] sedimento [/E1] gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",NÃOCONSOLID,NÃOCONSOLID,#unconsolidated_earth_material,#unconsolidated_earth_material,False,no_relation
84,"As flutuações climáticas controlam: 1) o volume de água e de sedimentos que entram    bacia; 2) o[E2]  tipo [/E2] de [E1] sedimento [/E1] gerado, seja detrítico, biológico ou quimico; 3) a precipitação pluviométrica e cobertura vegetal..",NÃOCONSOLID,BACIA,#unconsolidated_earth_material,#basin,False,no_relation
94,"Durante fases de nível (de base) baixo, fácies grossas             em canais fluviais     margens    [E1] bacia [/E1], em fan        adjacentes   [E2] falha [/E2] de borda e em        progradantes de pequenas dimensões (fig. 4)..",BACIA,ESTRUTURA_FÍSICA,#basin,#TEFR_CD_TIPO_EST_FISICA_ROCHA_058,False,no_relation
94,"Durante fases de nível (de base) baixo, fácies grossas             em canais fluviais     margens    [E2] bacia [/E2], em fan        adjacentes   [E1] falha [/E1] de borda e em        progradantes de pequenas dimensões (fig. 4)..",ESTRUTURA_FÍSICA,BACIA,#TEFR_CD_TIPO_EST_FISICA_ROCHA_058,#basin,False,no_relation
97,"2.2 - Estratigrafia de Sequências    [E1] Formação Pendência [/E1], [E2] Bacia Potiguar [/E2]  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    Formação Pendência..",UNIDADE_LITO,BACIA,#formacao_319,#BASE_CD_BACIA_100,True,located_in
97,"2.2 - Estratigrafia de Sequências    Formação Pe[E1] ndência, Bacia Pot [/E1]iguar  Della Favera et al. (1992) analisam a seção sin-rift    [E2] Bacia Potiguar [/E2],    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    Formação Pendência..",UNIDADE_LITO,BACIA,#formacao_319,#BASE_CD_BACIA_100,True,located_in
97,"2.2 - Estratigrafia de Sequências    Formação Pe[E1] ndência, Bacia Pot [/E1]iguar  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por [E2] discordâncias [/E2] e suas concordâncias relativas dentro    Formação Pendência..",UNIDADE_LITO,ESTRUTURA_FÍSICA,#formacao_319,#TEFR_CD_TIPO_EST_FISICA_ROCHA_036,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pe[E1] ndência, Bacia Pot [/E1]iguar  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    [E2] Formação Pendência [/E2]..",UNIDADE_LITO,UNIDADE_LITO,#formacao_319,#formacao_319,False,no_relation
97,"2.2 - Estratigrafia de Sequências    [E2] Formação Pendência [/E2], [E1] Bacia Potiguar [/E1]  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    Formação Pendência..",BACIA,UNIDADE_LITO,#BASE_CD_BACIA_100,#formacao_319,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potig[E1] uar  Della Fav [/E1]era et al. (1992) analisam a seção sin-rift    [E2] Bacia Potiguar [/E2],    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    Formação Pendência..",BACIA,BACIA,#BASE_CD_BACIA_100,#BASE_CD_BACIA_100,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potig[E1] uar  Della Fav [/E1]era et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por [E2] discordâncias [/E2] e suas concordâncias relativas dentro    Formação Pendência..",BACIA,ESTRUTURA_FÍSICA,#BASE_CD_BACIA_100,#TEFR_CD_TIPO_EST_FISICA_ROCHA_036,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potig[E1] uar  Della Fav [/E1]era et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    [E2] Formação Pendência [/E2]..",BACIA,UNIDADE_LITO,#BASE_CD_BACIA_100,#formacao_319,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pe[E2] ndência, Bacia Pot [/E2]iguar  Della Favera et al. (1992) analisam a seção sin-rift    [E1] Bacia Potiguar [/E1],    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    Formação Pendência..",BACIA,UNIDADE_LITO,#BASE_CD_BACIA_100,#formacao_319,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potig[E2] uar  Della Fav [/E2]era et al. (1992) analisam a seção sin-rift    [E1] Bacia Potiguar [/E1],    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    Formação Pendência..",BACIA,BACIA,#BASE_CD_BACIA_100,#BASE_CD_BACIA_100,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    [E1] Bacia Potiguar [/E1],    qual identificaram quatro sequências balizadas por [E2] discordâncias [/E2] e suas concordâncias relativas dentro    Formação Pendência..",BACIA,ESTRUTURA_FÍSICA,#BASE_CD_BACIA_100,#TEFR_CD_TIPO_EST_FISICA_ROCHA_036,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    [E1] Bacia Potiguar [/E1],    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    [E2] Formação Pendência [/E2]..",BACIA,UNIDADE_LITO,#BASE_CD_BACIA_100,#formacao_319,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pe[E2] ndência, Bacia Pot [/E2]iguar  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por [E1] discordâncias [/E1] e suas concordâncias relativas dentro    Formação Pendência..",ESTRUTURA_FÍSICA,UNIDADE_LITO,#TEFR_CD_TIPO_EST_FISICA_ROCHA_036,#formacao_319,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potig[E2] uar  Della Fav [/E2]era et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por [E1] discordâncias [/E1] e suas concordâncias relativas dentro    Formação Pendência..",ESTRUTURA_FÍSICA,BACIA,#TEFR_CD_TIPO_EST_FISICA_ROCHA_036,#BASE_CD_BACIA_100,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    [E2] Bacia Potiguar [/E2],    qual identificaram quatro sequências balizadas por [E1] discordâncias [/E1] e suas concordâncias relativas dentro    Formação Pendência..",ESTRUTURA_FÍSICA,BACIA,#TEFR_CD_TIPO_EST_FISICA_ROCHA_036,#BASE_CD_BACIA_100,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por [E1] discordâncias [/E1] e suas concordâncias relativas dentro    [E2] Formação Pendência [/E2]..",ESTRUTURA_FÍSICA,UNIDADE_LITO,#TEFR_CD_TIPO_EST_FISICA_ROCHA_036,#formacao_319,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pe[E2] ndência, Bacia Pot [/E2]iguar  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    [E1] Formação Pendência [/E1]..",UNIDADE_LITO,UNIDADE_LITO,#formacao_319,#formacao_319,False,no_relation
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potig[E2] uar  Della Fav [/E2]era et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    [E1] Formação Pendência [/E1]..",UNIDADE_LITO,BACIA,#formacao_319,#BASE_CD_BACIA_100,True,located_in
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    [E2] Bacia Potiguar [/E2],    qual identificaram quatro sequências balizadas por discordâncias e suas concordâncias relativas dentro    [E1] Formação Pendência [/E1]..",UNIDADE_LITO,BACIA,#formacao_319,#BASE_CD_BACIA_100,True,located_in
97,"2.2 - Estratigrafia de Sequências    Formação Pendência, Bacia Potiguar  Della Favera et al. (1992) analisam a seção sin-rift    Bacia Potiguar,    qual identificaram quatro sequências balizadas por [E2] discordâncias [/E2] e suas concordâncias relativas dentro    [E1] Formação Pendência [/E1]..",UNIDADE_LITO,ESTRUTURA_FÍSICA,#formacao_319,#TEFR_CD_TIPO_EST_FISICA_ROCHA_036,False,no_relation
103,"O autor justifica a introdução de nomenclatura nova, pois a existente, criada para bacias marg[E1] inais  [/E1]marinhas, não abrange, de modo claro, o empilhamento vertical de fácies em uma [E2] bacia [/E2] tectonicamente ativa..",BACIA,BACIA,#basin,#basin,False,no_relation
103,"O autor justifica a introdução de nomenclatura nova, pois a existente, criada para bacias marg[E2] inais  [/E2]marinhas, não abrange, de modo claro, o empilhamento vertical de fácies em uma [E1] bacia [/E1] tectonicamente ativa..",BACIA,BACIA,#basin,#basin,False,no_relation
119,"modelo proposto      autor, são discutidos conceitos, apresentada nova terminologia para +ifts intracontinentais, e é aplicado    pacote sin-rift    [E1] Bacia    Recôncavo [/E1], onde o autor interpreta sistemas deposicionais, áreas-fonte, principais vias de ingresso de [E2] sedimentos [/E2]    bacia e sucessão vertical dentro    que se denominou de tectono-sequência    Cretáceo Inferior    Bacia    Recôncavo..",BACIA,NÃOCONSOLID,#BASE_CD_BACIA_240,#unconsolidated_earth_material,False,no_relation
